restaurant_id,restaurant,market_segment,area,rating,latitude,longitude,dish
18,Abids,Restaurant,Chetpet,4.2,13.0714,80.2417,Hyderabadi Dum Biryani
18,Abids,Restaurant,Chetpet,4.2,13.0714,80.2417,Brinjal Curry
18,Abids,Restaurant,Chetpet,4.2,13.0714,80.2417,Fish
18,Abids,Restaurant,Chetpet,4.2,13.0714,80.2417,Tandoori Chicken
18,Abids,Restaurant,Chetpet,4.2,13.0714,80.2417,Chicken Grill
18,Abids,Restaurant,Chetpet,4.2,13.0714,80.2417,Mutton Shorba
19,Wire Room Bar & Kitchen,Bar,"Phoenix Market City, Velachery",4.1,12.9755,80.2207,Cocktails
19,Wire Room Bar & Kitchen,Bar,"Phoenix Market City, Velachery",4.1,12.9755,80.2207,Salad
19,Wire Room Bar & Kitchen,Bar,"Phoenix Market City, Velachery",4.1,12.9755,80.2207,Beer
19,Wire Room Bar & Kitchen,Bar,"Phoenix Market City, Velachery",4.1,12.9755,80.2207,Tikka
19,Wire Room Bar & Kitchen,Bar,"Phoenix Market City, Velachery",4.1,12.9755,80.2207,Pork Ribs
19,Wire Room Bar & Kitchen,Bar,"Phoenix Market City, Velachery",4.1,12.9755,80.2207,Steak
19,Wire Room Bar & Kitchen,Bar,"Phoenix Market City, Velachery",4.1,12.9755,80.2207,Nachos
20,Malabar Biriyani Center,Restaurant,Aminijikarai,4.1,13.0711,80.2227,Chicken Grill
20,Malabar Biriyani Center,Restaurant,Aminijikarai,4.1,13.0711,80.2227,Paratha
20,Malabar Biriyani Center,Restaurant,Aminijikarai,4.1,13.0711,80.2227,Malabari Biryani
20,Malabar Biriyani Center,Restaurant,Aminijikarai,4.1,13.0711,80.2227,Pulpy Grape Juice
20,Malabar Biriyani Center,Restaurant,Aminijikarai,4.1,13.0711,80.2227,Arabian Grape Juice
20,Malabar Biriyani Center,Restaurant,Aminijikarai,4.1,13.0711,80.2227,Bbq Chicken
20,Malabar Biriyani Center,Restaurant,Aminijikarai,4.1,13.0711,80.2227,Chicken Butter Masala
21,Velidis,Restaurant,Ramapuram,4.2,13.0317,80.1817,Chicken Guntur
21,Velidis,Restaurant,Ramapuram,4.2,13.0317,80.1817,Hyderabadi Biryani
21,Velidis,Restaurant,Ramapuram,4.2,13.0317,80.1817,Guntur Paneer
21,Velidis,Restaurant,Ramapuram,4.2,13.0317,80.1817,Andhra Biryani
21,Velidis,Restaurant,Ramapuram,4.2,13.0317,80.1817,Chicken Biryani
21,Velidis,Restaurant,Ramapuram,4.2,13.0317,80.1817,Gongura Chicken
21,Velidis,Restaurant,Ramapuram,4.2,13.0317,80.1817,Chicken Fry
22,Mami Tiffen Stall,Restaurant,Mylapore,4.3,13.0368,80.2676,Vada Curry
22,Mami Tiffen Stall,Restaurant,Mylapore,4.3,13.0368,80.2676,Filtered Coffee
22,Mami Tiffen Stall,Restaurant,Mylapore,4.3,13.0368,80.2676,Pongal
22,Mami Tiffen Stall,Restaurant,Mylapore,4.3,13.0368,80.2676,Ghee Podi Dosa
22,Mami Tiffen Stall,Restaurant,Mylapore,4.3,13.0368,80.2676,Bonda
22,Mami Tiffen Stall,Restaurant,Mylapore,4.3,13.0368,80.2676,Masala Dosa
22,Mami Tiffen Stall,Restaurant,Mylapore,4.3,13.0368,80.2676,Idli
23,Supriya Andhra Restaurant,Restaurant,Thuraipakkam,4.2,12.9416,80.2362,Biryani
23,Supriya Andhra Restaurant,Restaurant,Thuraipakkam,4.2,12.9416,80.2362,Raita
24,BFF 2.0,Bar,RA Puram,4.2,13.0235,80.2588,Crispy Chicken
24,BFF 2.0,Bar,RA Puram,4.2,13.0235,80.2588,Cocktails
24,BFF 2.0,Bar,RA Puram,4.2,13.0235,80.2588,Pizza
24,BFF 2.0,Bar,RA Puram,4.2,13.0235,80.2588,Nachos
24,BFF 2.0,Bar,RA Puram,4.2,13.0235,80.2588,Onion Rings
24,BFF 2.0,Bar,RA Puram,4.2,13.0235,80.2588,Fajita
24,BFF 2.0,Bar,RA Puram,4.2,13.0235,80.2588,Mashed Potato
25,Eating Circles,Restaurant,Alwarpet,4.7,13.0335,80.2531,Rose Milk
25,Eating Circles,Restaurant,Alwarpet,4.7,13.0335,80.2531,Neer Dosa
25,Eating Circles,Restaurant,Alwarpet,4.7,13.0335,80.2531,Thatte Idli
25,Eating Circles,Restaurant,Alwarpet,4.7,13.0335,80.2531,Open Masala Dosa
25,Eating Circles,Restaurant,Alwarpet,4.7,13.0335,80.2531,Filtered Coffee
25,Eating Circles,Restaurant,Alwarpet,4.7,13.0335,80.2531,Rava Idli
25,Eating Circles,Restaurant,Alwarpet,4.7,13.0335,80.2531,Bonda Soup
26,Salem RR Briyani Unavagam,Restaurant,Velachery,4.2,12.9755,80.2207,Chicken 65
26,Salem RR Briyani Unavagam,Restaurant,Velachery,4.2,12.9755,80.2207,Mutton Biryani
26,Salem RR Briyani Unavagam,Restaurant,Velachery,4.2,12.9755,80.2207,Tandoori Chicken
26,Salem RR Briyani Unavagam,Restaurant,Velachery,4.2,12.9755,80.2207,Chicken Biryani
26,Salem RR Briyani Unavagam,Restaurant,Velachery,4.2,12.9755,80.2207,Kothu Parotta
26,Salem RR Briyani Unavagam,Restaurant,Velachery,4.2,12.9755,80.2207,Brinjal Gravy
26,Salem RR Briyani Unavagam,Restaurant,Velachery,4.2,12.9755,80.2207,Paratha
27,V4 Midnight Dhabba,Restaurant,Mogappair,4.3,13.0837,80.175,Egg Noodles
27,V4 Midnight Dhabba,Restaurant,Mogappair,4.3,13.0837,80.175,Punjabi Chicken
27,V4 Midnight Dhabba,Restaurant,Mogappair,4.3,13.0837,80.175,Cream Chicken
27,V4 Midnight Dhabba,Restaurant,Mogappair,4.3,13.0837,80.175,Peri Peri Chicken
27,V4 Midnight Dhabba,Restaurant,Mogappair,4.3,13.0837,80.175,Panneer Butter Masala
27,V4 Midnight Dhabba,Restaurant,Mogappair,4.3,13.0837,80.175,Dragon Chicken
27,V4 Midnight Dhabba,Restaurant,Mogappair,4.3,13.0837,80.175,Roti
28,Bakya Veg Restaurant,Restaurant,West Mambalam,4.2,13.0383,80.2209,Panneer Butter Masala
28,Bakya Veg Restaurant,Restaurant,West Mambalam,4.2,13.0383,80.2209,Noodle
28,Bakya Veg Restaurant,Restaurant,West Mambalam,4.2,13.0383,80.2209,Chaat
28,Bakya Veg Restaurant,Restaurant,West Mambalam,4.2,13.0383,80.2209,Badam Milk
28,Bakya Veg Restaurant,Restaurant,West Mambalam,4.2,13.0383,80.2209,Butter Naan
29,Midnight Madness,Restaurant,Adyar,4.1,13.0012,80.2565,Pasta
29,Midnight Madness,Restaurant,Adyar,4.1,13.0012,80.2565,Noodle
29,Midnight Madness,Restaurant,Adyar,4.1,13.0012,80.2565,Peri Peri Chicken Pizza
30,Hotel Crescent,Hotel,Nungambakkam,4.3,13.0569,80.2425,Chicken Grill
30,Hotel Crescent,Hotel,Nungambakkam,4.3,13.0569,80.2425,Shawarma
30,Hotel Crescent,Hotel,Nungambakkam,4.3,13.0569,80.2425,Paratha
30,Hotel Crescent,Hotel,Nungambakkam,4.3,13.0569,80.2425,Fish Curry
30,Hotel Crescent,Hotel,Nungambakkam,4.3,13.0569,80.2425,Tandoori Chicken
30,Hotel Crescent,Hotel,Nungambakkam,4.3,13.0569,80.2425,Biryani
30,Hotel Crescent,Hotel,Nungambakkam,4.3,13.0569,80.2425,Chicken Curry
31,Zaitoon,Restaurant,Royapettah,4.1,13.054,80.2641,Shawarma
31,Zaitoon,Restaurant,Royapettah,4.1,13.054,80.2641,Bbq Chicken
31,Zaitoon,Restaurant,Royapettah,4.1,13.054,80.2641,Biryani
