restaurant_id,restaurant,market_segment,area,rating,latitude,longitude,dish
2796,Curry on Fire by Sketch,Restaurant,Nungambakkam,3.6,13.0569,80.2425,Dim Sum
2796,Curry on Fire by Sketch,Restaurant,Nungambakkam,3.6,13.0569,80.2425,Spring Rolls
2796,Curry on Fire by Sketch,Restaurant,Nungambakkam,3.6,13.0569,80.2425,Hakka Noodles
2797,Burmese Kitchen,Restaurant,Maduravoyal,3.7,13.0656,80.1608,Mont Lin Ma Yar
2797,Burmese Kitchen,Restaurant,Maduravoyal,3.7,13.0656,80.1608,Mohinga
2797,Burmese Kitchen,Restaurant,Maduravoyal,3.7,13.0656,80.1608,Mandalay Mee Shay
2797,Burmese Kitchen,Restaurant,Maduravoyal,3.7,13.0656,80.1608,Tea Leaf Salad
2797,Burmese Kitchen,Restaurant,Maduravoyal,3.7,13.0656,80.1608,Samusa
2797,Burmese Kitchen,Restaurant,Maduravoyal,3.7,13.0656,80.1608,Lahpet Thoke
2797,Burmese Kitchen,Restaurant,Maduravoyal,3.7,13.0656,80.1608,Shan Noodles
2798,CoCoChilli,Restaurant,Mogappair,3.4,13.0837,80.175,Cannoli
2798,CoCoChilli,Restaurant,Mogappair,3.4,13.0837,80.175,Haleem
2798,CoCoChilli,Restaurant,Mogappair,3.4,13.0837,80.175,Spring Rolls
2798,CoCoChilli,Restaurant,Mogappair,3.4,13.0837,80.175,Dragon Chicken
2798,CoCoChilli,Restaurant,Mogappair,3.4,13.0837,80.175,Sandwich
2798,CoCoChilli,Restaurant,Mogappair,3.4,13.0837,80.175,Caprese Salad
2798,CoCoChilli,Restaurant,Mogappair,3.4,13.0837,80.175,Gobi Manchurian
2799,Urban Treat Multicuisine BBQ Restaurant,Restaurant,Pallikaranai,3.2,12.9349,80.2137,Grilled Chicken
2799,Urban Treat Multicuisine BBQ Restaurant,Restaurant,Pallikaranai,3.2,12.9349,80.2137,Prawn Masala
2799,Urban Treat Multicuisine BBQ Restaurant,Restaurant,Pallikaranai,3.2,12.9349,80.2137,Mandi Biryani
2799,Urban Treat Multicuisine BBQ Restaurant,Restaurant,Pallikaranai,3.2,12.9349,80.2137,Fish Biryani
2799,Urban Treat Multicuisine BBQ Restaurant,Restaurant,Pallikaranai,3.2,12.9349,80.2137,Hummus
2799,Urban Treat Multicuisine BBQ Restaurant,Restaurant,Pallikaranai,3.2,12.9349,80.2137,Squid Fry
2799,Urban Treat Multicuisine BBQ Restaurant,Restaurant,Pallikaranai,3.2,12.9349,80.2137,Grilled Fish
2800,New Besst Hotel,Hotel,Padur,3.4,12.8077,80.2258,Idli Sambar
2800,New Besst Hotel,Hotel,Padur,3.4,12.8077,80.2258,Uthappam
2800,New Besst Hotel,Hotel,Padur,3.4,12.8077,80.2258,Palak Paneer
2800,New Besst Hotel,Hotel,Padur,3.4,12.8077,80.2258,Chilli Paneer
2800,New Besst Hotel,Hotel,Padur,3.4,12.8077,80.2258,Filter Coffee
2800,New Besst Hotel,Hotel,Padur,3.4,12.8077,80.2258,Dal Makhani
2800,New Besst Hotel,Hotel,Padur,3.4,12.8077,80.2258,Gobi Manchurian
2801,Chai Junction,Fast Food,Choolaimedu,3.6,13.0632,80.225,Mojito
2801,Chai Junction,Fast Food,Choolaimedu,3.6,13.0632,80.225,Wrap
2801,Chai Junction,Fast Food,Choolaimedu,3.6,13.0632,80.225,Hot Dog
2801,Chai Junction,Fast Food,Choolaimedu,3.6,13.0632,80.225,Burger
2801,Chai Junction,Fast Food,Choolaimedu,3.6,13.0632,80.225,Rose Milk
2801,Chai Junction,Fast Food,Choolaimedu,3.6,13.0632,80.225,Filter Coffee
2801,Chai Junction,Fast Food,Choolaimedu,3.6,13.0632,80.225,Tender Coconut
2802,Combo Maniac,Cloud Kitchen,Pallavaram,3.6,12.9675,80.1491,Aloo Paratha
2802,Combo Maniac,Cloud Kitchen,Pallavaram,3.6,12.9675,80.1491,Fried Rice
2802,Combo Maniac,Cloud Kitchen,Pallavaram,3.6,12.9675,80.1491,Hakka Noodles
2802,Combo Maniac,Cloud Kitchen,Pallavaram,3.6,12.9675,80.1491,Gobi Manchurian
2802,Combo Maniac,Cloud Kitchen,Pallavaram,3.6,12.9675,80.1491,Spring Rolls
2802,Combo Maniac,Cloud Kitchen,Pallavaram,3.6,12.9675,80.1491,Biryani
2802,Combo Maniac,Cloud Kitchen,Pallavaram,3.6,12.9675,80.1491,Chole Bhature
2803,Capri,Restaurant,Royapettah,3.6,13.054,80.2641,Prawn Masala
2803,Capri,Restaurant,Royapettah,3.6,13.054,80.2641,Phirni
2803,Capri,Restaurant,Royapettah,3.6,13.054,80.2641,Lobster
2803,Capri,Restaurant,Royapettah,3.6,13.054,80.2641,Sweet Corn Soup
2803,Capri,Restaurant,Royapettah,3.6,13.054,80.2641,Chettinad Fish Curry
2803,Capri,Restaurant,Royapettah,3.6,13.054,80.2641,Meen Kuzhambu
2803,Capri,Restaurant,Royapettah,3.6,13.054,80.2641,Pepper Chicken
2804,Padmas Grill,Restaurant,Adambakkam,4.1,12.967,80.199,Aloo Paratha
2804,Padmas Grill,Restaurant,Adambakkam,4.1,12.967,80.199,Tandoori Chicken
2804,Padmas Grill,Restaurant,Adambakkam,4.1,12.967,80.199,Chettinad Chicken Curry
2804,Padmas Grill,Restaurant,Adambakkam,4.1,12.967,80.199,Sweet Corn Soup
2804,Padmas Grill,Restaurant,Adambakkam,4.1,12.967,80.199,Dal Makhani
2804,Padmas Grill,Restaurant,Adambakkam,4.1,12.967,80.199,Chettinad Mutton Chukka
2804,Padmas Grill,Restaurant,Adambakkam,4.1,12.967,80.199,Chole Bhature
2805,The Seafarers,Restaurant,"OMR Food Street, Ambattur",2.9,13.1186,80.1574,Tandoori Chicken
2805,The Seafarers,Restaurant,"OMR Food Street, Ambattur",2.9,13.1186,80.1574,Aloo Paratha
2805,The Seafarers,Restaurant,"OMR Food Street, Ambattur",2.9,13.1186,80.1574,Dim Sum
2805,The Seafarers,Restaurant,"OMR Food Street, Ambattur",2.9,13.1186,80.1574,Dal Makhani
2805,The Seafarers,Restaurant,"OMR Food Street, Ambattur",2.9,13.1186,80.1574,Butter Chicken
2805,The Seafarers,Restaurant,"OMR Food Street, Ambattur",2.9,13.1186,80.1574,Rogan Josh
2805,The Seafarers,Restaurant,"OMR Food Street, Ambattur",2.9,13.1186,80.1574,Sweet Corn Soup
2806,Eskopop,Ice Cream Parlour,Kilpauk,3.4,13.0828,80.2417,Buttermilk
2806,Eskopop,Ice Cream Parlour,Kilpauk,3.4,13.0828,80.2417,Fresh Lime Soda
2806,Eskopop,Ice Cream Parlour,Kilpauk,3.4,13.0828,80.2417,Frozen Yogurt
2806,Eskopop,Ice Cream Parlour,Kilpauk,3.4,13.0828,80.2417,Green Tea
2806,Eskopop,Ice Cream Parlour,Kilpauk,3.4,13.0828,80.2417,Kulfi
2806,Eskopop,Ice Cream Parlour,Kilpauk,3.4,13.0828,80.2417,Masala Chai
2806,Eskopop,Ice Cream Parlour,Kilpauk,3.4,13.0828,80.2417,Chocolate Ice Cream
2807,Annachi Lalackadai,Restaurant,Ambattur,3.7,13.1186,80.1574,Chole Bhature
2807,Annachi Lalackadai,Restaurant,Ambattur,3.7,13.1186,80.1574,Rogan Josh
2807,Annachi Lalackadai,Restaurant,Ambattur,3.7,13.1186,80.1574,Gulab Jamun
2807,Annachi Lalackadai,Restaurant,Ambattur,3.7,13.1186,80.1574,Peda
2807,Annachi Lalackadai,Restaurant,Ambattur,3.7,13.1186,80.1574,Halwa
2807,Annachi Lalackadai,Restaurant,Ambattur,3.7,13.1186,80.1574,Palak Paneer
2807,Annachi Lalackadai,Restaurant,Ambattur,3.7,13.1186,80.1574,Butter Chicken
2808,Sweet Delight,Bakery & Sweet Shop,Santhome,3.6,13.0319,80.2788,Ice Cream
2808,Sweet Delight,Bakery & Sweet Shop,Santhome,3.6,13.0319,80.2788,Croissant
2808,Sweet Delight,Bakery & Sweet Shop,Santhome,3.6,13.0319,80.2788,Jalebi
2808,Sweet Delight,Bakery & Sweet Shop,Santhome,3.6,13.0319,80.2788,Muffin
2808,Sweet Delight,Bakery & Sweet Shop,Santhome,3.6,13.0319,80.2788,Chocolate Cake
2808,Sweet Delight,Bakery & Sweet Shop,Santhome,3.6,13.0319,80.2788,Cupcake
2808,Sweet Delight,Bakery & Sweet Shop,Santhome,3.6,13.0319,80.2788,Rasgulla
2809,Chicken Darbar,Restaurant,Kolathur,3.5,13.124,80.2121,Masala Dosa
2809,Chicken Darbar,Restaurant,Kolathur,3.5,13.124,80.2121,Bonda Soup
2809,Chicken Darbar,Restaurant,Kolathur,3.5,13.124,80.2121,Chicken Manchurian
2809,Chicken Darbar,Restaurant,Kolathur,3.5,13.124,80.2121,Keerai Kootu
2809,Chicken Darbar,Restaurant,Kolathur,3.5,13.124,80.2121,Egg Biryani
2809,Chicken Darbar,Restaurant,Kolathur,3.5,13.124,80.2121,Gobi Manchurian
2809,Chicken Darbar,Restaurant,Kolathur,3.5,13.124,80.2121,Chettinad Chicken Curry
2810,New Royal Briyani Elite,Restaurant,Taramani,3.8,12.9863,80.2432,Chicken Biryani
2810,New Royal Briyani Elite,Restaurant,Taramani,3.8,12.9863,80.2432,Butter Chicken
2810,New Royal Briyani Elite,Restaurant,Taramani,3.8,12.9863,80.2432,Chole Bhature
2810,New Royal Briyani Elite,Restaurant,Taramani,3.8,12.9863,80.2432,Naan
2810,New Royal Briyani Elite,Restaurant,Taramani,3.8,12.9863,80.2432,Brinjal Curry
2810,New Royal Briyani Elite,Restaurant,Taramani,3.8,12.9863,80.2432,Chicken 65
2810,New Royal Briyani Elite,Restaurant,Taramani,3.8,12.9863,80.2432,Egg Biryani
2811,Salt & Pepper,Restaurant,Virugambakkam,3.3,13.0532,80.1922,Appam
2811,Salt & Pepper,Restaurant,Virugambakkam,3.3,13.0532,80.1922,Pepper Chicken
2811,Salt & Pepper,Restaurant,Virugambakkam,3.3,13.0532,80.1922,Naan
2811,Salt & Pepper,Restaurant,Virugambakkam,3.3,13.0532,80.1922,Butter Chicken
2811,Salt & Pepper,Restaurant,Virugambakkam,3.3,13.0532,80.1922,Kuzhi Paniyaram
2811,Salt & Pepper,Restaurant,Virugambakkam,3.3,13.0532,80.1922,Rogan Josh
2811,Salt & Pepper,Restaurant,Virugambakkam,3.3,13.0532,80.1922,Chettinad Fish Curry
2812,Sri Amma Mess,Restaurant,Selaiyur,3.1,12.9068,80.1425,Rose Milk
2812,Sri Amma Mess,Restaurant,Selaiyur,3.1,12.9068,80.1425,Fried Rice
2812,Sri Amma Mess,Restaurant,Selaiyur,3.1,12.9068,80.1425,Idli Sambar
2812,Sri Amma Mess,Restaurant,Selaiyur,3.1,12.9068,80.1425,Nandu Masala
2812,Sri Amma Mess,Restaurant,Selaiyur,3.1,12.9068,80.1425,Chilli Paneer
2812,Sri Amma Mess,Restaurant,Selaiyur,3.1,12.9068,80.1425,Vellai Kurma
2812,Sri Amma Mess,Restaurant,Selaiyur,3.1,12.9068,80.1425,Chicken Manchurian
2813,Best Biriyani,Restaurant,Mylapore,3.1,13.0368,80.2676,Hakka Noodles
2813,Best Biriyani,Restaurant,Mylapore,3.1,13.0368,80.2676,Salna
2813,Best Biriyani,Restaurant,Mylapore,3.1,13.0368,80.2676,Masala Dosa
2813,Best Biriyani,Restaurant,Mylapore,3.1,13.0368,80.2676,Chilli Chicken
2813,Best Biriyani,Restaurant,Mylapore,3.1,13.0368,80.2676,Naan
2813,Best Biriyani,Restaurant,Mylapore,3.1,13.0368,80.2676,Egg Biryani
2813,Best Biriyani,Restaurant,Mylapore,3.1,13.0368,80.2676,Tandoori Chicken
2814,Fire Wood Biryani,Restaurant,Velachery,2.7,12.9755,80.2207,Raita
2814,Fire Wood Biryani,Restaurant,Velachery,2.7,12.9755,80.2207,Rajma Chawal
2814,Fire Wood Biryani,Restaurant,Velachery,2.7,12.9755,80.2207,Sherbet
2814,Fire Wood Biryani,Restaurant,Velachery,2.7,12.9755,80.2207,Pan Fried Momos
2814,Fire Wood Biryani,Restaurant,Velachery,2.7,12.9755,80.2207,Chicken Momos
2814,Fire Wood Biryani,Restaurant,Velachery,2.7,12.9755,80.2207,Haleem
2814,Fire Wood Biryani,Restaurant,Velachery,2.7,12.9755,80.2207,Tandoori Chicken
2815,Chennai Chowpatty,Fast Food,Shenoy Nagar,3.8,13.0695,80.2318,Paneer Butter Masala
2815,Chennai Chowpatty,Fast Food,Shenoy Nagar,3.8,13.0695,80.2318,Idli Sambar
2815,Chennai Chowpatty,Fast Food,Shenoy Nagar,3.8,13.0695,80.2318,Milkshake
2815,Chennai Chowpatty,Fast Food,Shenoy Nagar,3.8,13.0695,80.2318,Burger
2815,Chennai Chowpatty,Fast Food,Shenoy Nagar,3.8,13.0695,80.2318,French Fries
2815,Chennai Chowpatty,Fast Food,Shenoy Nagar,3.8,13.0695,80.2318,Ghee Podi Dosa
2815,Chennai Chowpatty,Fast Food,Shenoy Nagar,3.8,13.0695,80.2318,Aloo Paratha
2816,Qualitys Briyani,Restaurant,Selaiyur,3.0,12.9068,80.1425,Chilli Chicken
2816,Qualitys Briyani,Restaurant,Selaiyur,3.0,12.9068,80.1425,Chicken Manchurian
2816,Qualitys Briyani,Restaurant,Selaiyur,3.0,12.9068,80.1425,Naan
2816,Qualitys Briyani,Restaurant,Selaiyur,3.0,12.9068,80.1425,Tandoori Chicken
2816,Qualitys Briyani,Restaurant,Selaiyur,3.0,12.9068,80.1425,Shahi Tukda
2816,Qualitys Briyani,Restaurant,Selaiyur,3.0,12.9068,80.1425,Rogan Josh
2816,Qualitys Briyani,Restaurant,Selaiyur,3.0,12.9068,80.1425,Spring Rolls
2817,Thallu Vandi,Restaurant,Medavakkam,3.5,12.92,80.192,Hakka Noodles
2817,Thallu Vandi,Restaurant,Medavakkam,3.5,12.92,80.192,Medu Vada
2817,Thallu Vandi,Restaurant,Medavakkam,3.5,12.92,80.192,Chicken 65
2817,Thallu Vandi,Restaurant,Medavakkam,3.5,12.92,80.192,Butter Chicken
2817,Thallu Vandi,Restaurant,Medavakkam,3.5,12.92,80.192,Naan
2817,Thallu Vandi,Restaurant,Medavakkam,3.5,12.92,80.192,Haleem
2817,Thallu Vandi,Restaurant,Medavakkam,3.5,12.92,80.192,Spring Rolls
2818,Lassi Cream,Restaurant,"Chennai Citi Centre, Mylapore",3.4,13.0368,80.2676,Vanilla Shake
2818,Lassi Cream,Restaurant,"Chennai Citi Centre, Mylapore",3.4,13.0368,80.2676,Cold Coffee
2818,Lassi Cream,Restaurant,"Chennai Citi Centre, Mylapore",3.4,13.0368,80.2676,Mixed Fruit Juice
2818,Lassi Cream,Restaurant,"Chennai Citi Centre, Mylapore",3.4,13.0368,80.2676,Pomegranate Juice
2818,Lassi Cream,Restaurant,"Chennai Citi Centre, Mylapore",3.4,13.0368,80.2676,Club Sandwich
2818,Lassi Cream,Restaurant,"Chennai Citi Centre, Mylapore",3.4,13.0368,80.2676,Mango Ice Cream
2819,Chin Chin Thai Kitchen,Restaurant,Taramani,4.0,12.9863,80.2432,Biryani
2819,Chin Chin Thai Kitchen,Restaurant,Taramani,4.0,12.9863,80.2432,Massaman Curry
2819,Chin Chin Thai Kitchen,Restaurant,Taramani,4.0,12.9863,80.2432,Palak Paneer
2819,Chin Chin Thai Kitchen,Restaurant,Taramani,4.0,12.9863,80.2432,Red Curry
2819,Chin Chin Thai Kitchen,Restaurant,Taramani,4.0,12.9863,80.2432,Pad Thai
2819,Chin Chin Thai Kitchen,Restaurant,Taramani,4.0,12.9863,80.2432,Chole Bhature
2819,Chin Chin Thai Kitchen,Restaurant,Taramani,4.0,12.9863,80.2432,Paneer Butter Masala
2820,Hotel Pandiyan,Hotel,Porur,3.2,13.0382,80.1565,Pongal
2820,Hotel Pandiyan,Hotel,Porur,3.2,13.0382,80.1565,Filter Coffee
2820,Hotel Pandiyan,Hotel,Porur,3.2,13.0382,80.1565,Uthappam
2820,Hotel Pandiyan,Hotel,Porur,3.2,13.0382,80.1565,Idli Sambar
2820,Hotel Pandiyan,Hotel,Porur,3.2,13.0382,80.1565,Rava Idli
2820,Hotel Pandiyan,Hotel,Porur,3.2,13.0382,80.1565,Keerai Kootu
2820,Hotel Pandiyan,Hotel,Porur,3.2,13.0382,80.1565,Curd Rice
2821,Devasahayam Pillai Enterprises,Restaurant,Adyar,3.5,13.0012,80.2565,Rasam Rice
2821,Devasahayam Pillai Enterprises,Restaurant,Adyar,3.5,13.0012,80.2565,Masala Dosa
2821,Devasahayam Pillai Enterprises,Restaurant,Adyar,3.5,13.0012,80.2565,Ghee Podi Dosa
2821,Devasahayam Pillai Enterprises,Restaurant,Adyar,3.5,13.0012,80.2565,Bonda Soup
2821,Devasahayam Pillai Enterprises,Restaurant,Adyar,3.5,13.0012,80.2565,Curd Rice
2821,Devasahayam Pillai Enterprises,Restaurant,Adyar,3.5,13.0012,80.2565,Rava Idli
2821,Devasahayam Pillai Enterprises,Restaurant,Adyar,3.5,13.0012,80.2565,Uthappam
2822,Grand Multi-Cuisine Restaurant,Restaurant,Velachery,3.6,12.9755,80.2207,Rajma Chawal
2822,Grand Multi-Cuisine Restaurant,Restaurant,Velachery,3.6,12.9755,80.2207,Spring Rolls
2822,Grand Multi-Cuisine Restaurant,Restaurant,Velachery,3.6,12.9755,80.2207,Chilli Chicken
2822,Grand Multi-Cuisine Restaurant,Restaurant,Velachery,3.6,12.9755,80.2207,Rogan Josh
2822,Grand Multi-Cuisine Restaurant,Restaurant,Velachery,3.6,12.9755,80.2207,Aloo Paratha
2822,Grand Multi-Cuisine Restaurant,Restaurant,Velachery,3.6,12.9755,80.2207,Chole Bhature
2822,Grand Multi-Cuisine Restaurant,Restaurant,Velachery,3.6,12.9755,80.2207,Sweet Corn Soup
2823,Indorewala,Fast Food,Sholinganallur,3.7,12.901,80.2279,Palak Paneer
2823,Indorewala,Fast Food,Sholinganallur,3.7,12.901,80.2279,Biryani
2823,Indorewala,Fast Food,Sholinganallur,3.7,12.901,80.2279,Pani Puri
2823,Indorewala,Fast Food,Sholinganallur,3.7,12.901,80.2279,Dal Makhani
2823,Indorewala,Fast Food,Sholinganallur,3.7,12.901,80.2279,Paneer Butter Masala
2823,Indorewala,Fast Food,Sholinganallur,3.7,12.901,80.2279,Aloo Tikki
2823,Indorewala,Fast Food,Sholinganallur,3.7,12.901,80.2279,Tandoori Chicken
2824,Takkaru Biriyani,Restaurant,Mahabalipuram,3.5,12.6208,80.1945,Vegetable Biryani
2824,Takkaru Biriyani,Restaurant,Mahabalipuram,3.5,12.6208,80.1945,Brinjal Curry
2824,Takkaru Biriyani,Restaurant,Mahabalipuram,3.5,12.6208,80.1945,Chettinad Mutton Chukka
2824,Takkaru Biriyani,Restaurant,Mahabalipuram,3.5,12.6208,80.1945,Chettinad Chicken Curry
2824,Takkaru Biriyani,Restaurant,Mahabalipuram,3.5,12.6208,80.1945,Chettinad Fish Curry
2824,Takkaru Biriyani,Restaurant,Mahabalipuram,3.5,12.6208,80.1945,Chicken Biryani
2824,Takkaru Biriyani,Restaurant,Mahabalipuram,3.5,12.6208,80.1945,Dim Sum
2825,Karthikeya Authentic Andhra Restaurant,Restaurant,Perungudi,3.7,12.9654,80.2461,Butter Chicken
2825,Karthikeya Authentic Andhra Restaurant,Restaurant,Perungudi,3.7,12.9654,80.2461,Bonda Soup
2825,Karthikeya Authentic Andhra Restaurant,Restaurant,Perungudi,3.7,12.9654,80.2461,Gobi Manchurian
2825,Karthikeya Authentic Andhra Restaurant,Restaurant,Perungudi,3.7,12.9654,80.2461,Vegetable Biryani
2825,Karthikeya Authentic Andhra Restaurant,Restaurant,Perungudi,3.7,12.9654,80.2461,Chilli Paneer
2825,Karthikeya Authentic Andhra Restaurant,Restaurant,Perungudi,3.7,12.9654,80.2461,Raita
2825,Karthikeya Authentic Andhra Restaurant,Restaurant,Perungudi,3.7,12.9654,80.2461,Sweet Corn Soup
2826,Alagar Restaurant,Restaurant,Sholinganallur,3.7,12.901,80.2279,Sherbet
2826,Alagar Restaurant,Restaurant,Sholinganallur,3.7,12.901,80.2279,Pani Puri
2826,Alagar Restaurant,Restaurant,Sholinganallur,3.7,12.901,80.2279,Bhel Puri
2826,Alagar Restaurant,Restaurant,Sholinganallur,3.7,12.901,80.2279,Rasam Rice
2826,Alagar Restaurant,Restaurant,Sholinganallur,3.7,12.901,80.2279,Ghee Podi Dosa
2826,Alagar Restaurant,Restaurant,Sholinganallur,3.7,12.901,80.2279,Idli Sambar
2826,Alagar Restaurant,Restaurant,Sholinganallur,3.7,12.901,80.2279,Fried Rice
2827,Bakebox,Bakery & Sweet Shop,Vepery,3.8,13.0853,80.2607,Muffin
2827,Bakebox,Bakery & Sweet Shop,Vepery,3.8,13.0853,80.2607,Brownie
2827,Bakebox,Bakery & Sweet Shop,Vepery,3.8,13.0853,80.2607,Sourdough Bread
2827,Bakebox,Bakery & Sweet Shop,Vepery,3.8,13.0853,80.2607,Bread Loaf
2827,Bakebox,Bakery & Sweet Shop,Vepery,3.8,13.0853,80.2607,Cheesecake
2827,Bakebox,Bakery & Sweet Shop,Vepery,3.8,13.0853,80.2607,Cookies
2827,Bakebox,Bakery & Sweet Shop,Vepery,3.8,13.0853,80.2607,Croissant
2828,The Hommus Family,Restaurant,Egmore,4.3,13.0732,80.2609,Shawarma
2828,The Hommus Family,Restaurant,Egmore,4.3,13.0732,80.2609,Knafeh
2828,The Hommus Family,Restaurant,Egmore,4.3,13.0732,80.2609,Tabbouleh
2828,The Hommus Family,Restaurant,Egmore,4.3,13.0732,80.2609,Baba Ganoush
2828,The Hommus Family,Restaurant,Egmore,4.3,13.0732,80.2609,Kibbeh
2828,The Hommus Family,Restaurant,Egmore,4.3,13.0732,80.2609,Warak Enab
2828,The Hommus Family,Restaurant,Egmore,4.3,13.0732,80.2609,Arak
2829,Adukalai,Restaurant,"OMR Food Street, Navallur",3.6,12.8459,80.2265,Filter Coffee
2829,Adukalai,Restaurant,"OMR Food Street, Navallur",3.6,12.8459,80.2265,Uthappam
2829,Adukalai,Restaurant,"OMR Food Street, Navallur",3.6,12.8459,80.2265,Medu Vada
2829,Adukalai,Restaurant,"OMR Food Street, Navallur",3.6,12.8459,80.2265,Ghee Podi Dosa
2829,Adukalai,Restaurant,"OMR Food Street, Navallur",3.6,12.8459,80.2265,Rava Idli
2829,Adukalai,Restaurant,"OMR Food Street, Navallur",3.6,12.8459,80.2265,Masala Dosa
2829,Adukalai,Restaurant,"OMR Food Street, Navallur",3.6,12.8459,80.2265,Keerai Kootu
2830,Lassi House Ice House,Restaurant,Triplicane,2.7,13.0587,80.2757,Mojito
2830,Lassi House Ice House,Restaurant,Triplicane,2.7,13.0587,80.2757,Jalebi
2830,Lassi House Ice House,Restaurant,Triplicane,2.7,13.0587,80.2757,Tiramisu
2830,Lassi House Ice House,Restaurant,Triplicane,2.7,13.0587,80.2757,Rasgulla
2830,Lassi House Ice House,Restaurant,Triplicane,2.7,13.0587,80.2757,Tender Coconut
2830,Lassi House Ice House,Restaurant,Triplicane,2.7,13.0587,80.2757,Panna Cotta
2830,Lassi House Ice House,Restaurant,Triplicane,2.7,13.0587,80.2757,Kheer
2831,Blueberry Cakes,Bakery & Sweet Shop,GST Road,3.0,12.9975,80.1908,Danish Pastry
2831,Blueberry Cakes,Bakery & Sweet Shop,GST Road,3.0,12.9975,80.1908,Brownie
2831,Blueberry Cakes,Bakery & Sweet Shop,GST Road,3.0,12.9975,80.1908,Bread Loaf
2831,Blueberry Cakes,Bakery & Sweet Shop,GST Road,3.0,12.9975,80.1908,Chocolate Cake
2831,Blueberry Cakes,Bakery & Sweet Shop,GST Road,3.0,12.9975,80.1908,Sourdough Bread
2831,Blueberry Cakes,Bakery & Sweet Shop,GST Road,3.0,12.9975,80.1908,Muffin
2831,Blueberry Cakes,Bakery & Sweet Shop,GST Road,3.0,12.9975,80.1908,Cupcake
2832,Chennai Kebab,Fast Food,Kotturpuram,3.6,13.018,80.2411,Nuggets
2832,Chennai Kebab,Fast Food,Kotturpuram,3.6,13.018,80.2411,Wrap
2832,Chennai Kebab,Fast Food,Kotturpuram,3.6,13.018,80.2411,Milkshake
2832,Chennai Kebab,Fast Food,Kotturpuram,3.6,13.018,80.2411,Burger
2832,Chennai Kebab,Fast Food,Kotturpuram,3.6,13.018,80.2411,Hot Dog
2832,Chennai Kebab,Fast Food,Kotturpuram,3.6,13.018,80.2411,French Fries
2832,Chennai Kebab,Fast Food,Kotturpuram,3.6,13.018,80.2411,Fried Chicken
2833,Sultan Biryani,Fast Food,Madipakkam,3.6,12.9647,80.1961,Nuggets
2833,Sultan Biryani,Fast Food,Madipakkam,3.6,12.9647,80.1961,Sandwich
2833,Sultan Biryani,Fast Food,Madipakkam,3.6,12.9647,80.1961,Vegetable Biryani
2833,Sultan Biryani,Fast Food,Madipakkam,3.6,12.9647,80.1961,Chicken Manchurian
2833,Sultan Biryani,Fast Food,Madipakkam,3.6,12.9647,80.1961,Haleem
2833,Sultan Biryani,Fast Food,Madipakkam,3.6,12.9647,80.1961,Brinjal Curry
2833,Sultan Biryani,Fast Food,Madipakkam,3.6,12.9647,80.1961,Raita
2834,Friends Food Court,Restaurant,Ambattur,2.9,13.1186,80.1574,Spring Rolls
2834,Friends Food Court,Restaurant,Ambattur,2.9,13.1186,80.1574,Uthappam
2834,Friends Food Court,Restaurant,Ambattur,2.9,13.1186,80.1574,Rava Idli
2834,Friends Food Court,Restaurant,Ambattur,2.9,13.1186,80.1574,Curd Rice
2834,Friends Food Court,Restaurant,Ambattur,2.9,13.1186,80.1574,Rasam Rice
2834,Friends Food Court,Restaurant,Ambattur,2.9,13.1186,80.1574,Bonda Soup
2834,Friends Food Court,Restaurant,Ambattur,2.9,13.1186,80.1574,Dragon Chicken
2835,Al Taj,Restaurant,GST Road,3.4,12.9975,80.1908,Curd Rice
2835,Al Taj,Restaurant,GST Road,3.4,12.9975,80.1908,Filter Coffee
2835,Al Taj,Restaurant,GST Road,3.4,12.9975,80.1908,Chilli Paneer
2835,Al Taj,Restaurant,GST Road,3.4,12.9975,80.1908,Dragon Chicken
2835,Al Taj,Restaurant,GST Road,3.4,12.9975,80.1908,Rava Idli
2835,Al Taj,Restaurant,GST Road,3.4,12.9975,80.1908,Rogan Josh
2835,Al Taj,Restaurant,GST Road,3.4,12.9975,80.1908,Chole Bhature
2836,Yo! Frankie,Fast Food,Taramani,3.0,12.9863,80.2432,Soup
2836,Yo! Frankie,Fast Food,Taramani,3.0,12.9863,80.2432,Fried Chicken
2836,Yo! Frankie,Fast Food,Taramani,3.0,12.9863,80.2432,Burger
2836,Yo! Frankie,Fast Food,Taramani,3.0,12.9863,80.2432,Chicken Momos
2836,Yo! Frankie,Fast Food,Taramani,3.0,12.9863,80.2432,Tandoori Momos
2836,Yo! Frankie,Fast Food,Taramani,3.0,12.9863,80.2432,Pan Fried Momos
2836,Yo! Frankie,Fast Food,Taramani,3.0,12.9863,80.2432,Kurkure Momos
2837,Hotel Ananda,Hotel,Madipakkam,3.4,12.9647,80.1961,Paneer Butter Masala
2837,Hotel Ananda,Hotel,Madipakkam,3.4,12.9647,80.1961,Sweet Corn Soup
2837,Hotel Ananda,Hotel,Madipakkam,3.4,12.9647,80.1961,Bonda Soup
2837,Hotel Ananda,Hotel,Madipakkam,3.4,12.9647,80.1961,Dragon Chicken
2837,Hotel Ananda,Hotel,Madipakkam,3.4,12.9647,80.1961,Palak Paneer
2837,Hotel Ananda,Hotel,Madipakkam,3.4,12.9647,80.1961,Pongal
2837,Hotel Ananda,Hotel,Madipakkam,3.4,12.9647,80.1961,Spring Rolls
2838,Kanishka Kulfi,Restaurant,Sowcarpet,3.6,13.0987,80.2785,Tiramisu
