restaurant_id,restaurant,market_segment,area,rating,latitude,longitude,feature
322,The Great Kabab Factory - Radisson Blu GRT Hotel,Hotel,"Radisson Blu, GST Road",4.2,12.9975,80.1908,Indoor Seating
322,The Great Kabab Factory - Radisson Blu GRT Hotel,Hotel,"Radisson Blu, GST Road",4.2,12.9975,80.1908,Disabled Friendly
322,The Great Kabab Factory - Radisson Blu GRT Hotel,Hotel,"Radisson Blu, GST Road",4.2,12.9975,80.1908,Wifi
322,The Great Kabab Factory - Radisson Blu GRT Hotel,Hotel,"Radisson Blu, GST Road",4.2,12.9975,80.1908,Table booking recommended
322,The Great Kabab Factory - Radisson Blu GRT Hotel,Hotel,"Radisson Blu, GST Road",4.2,12.9975,80.1908,Valet Parking Available
323,LunchPI @fs,Restaurant,Taramani,3.6,12.9863,80.2432,Home Delivery
324,Naga Reju Fast Food,Restaurant,Choolaimedu,4.1,13.0632,80.225,Home Delivery
324,Naga Reju Fast Food,Restaurant,Choolaimedu,4.1,13.0632,80.225,Indoor Seating
325,Kake Da Punjabi Dhabba,Restaurant,Perungudi,4.0,12.9654,80.2461,Home Delivery
325,Kake Da Punjabi Dhabba,Restaurant,Perungudi,4.0,12.9654,80.2461,Table reservation required
325,Kake Da Punjabi Dhabba,Restaurant,Perungudi,4.0,12.9654,80.2461,Indoor Seating
326,New Kurinji,Restaurant,Pallavaram,3.9,12.9675,80.1491,Home Delivery
326,New Kurinji,Restaurant,Pallavaram,3.9,12.9675,80.1491,Free Parking
326,New Kurinji,Restaurant,Pallavaram,3.9,12.9675,80.1491,Catering Available
326,New Kurinji,Restaurant,Pallavaram,3.9,12.9675,80.1491,Indoor Seating
327,Kuttanad Restaurant,Restaurant,Adyar,4.4,13.0012,80.2565,Home Delivery
327,Kuttanad Restaurant,Restaurant,Adyar,4.4,13.0012,80.2565,Indoor Seating
328,Thaligai,Restaurant,Mylapore,4.2,13.0368,80.2676,Breakfast
328,Thaligai,Restaurant,Mylapore,4.2,13.0368,80.2676,Home Delivery
328,Thaligai,Restaurant,Mylapore,4.2,13.0368,80.2676,Vegetarian Only
328,Thaligai,Restaurant,Mylapore,4.2,13.0368,80.2676,Indoor Seating
329,Nolita,Cafe,Nungambakkam,4.1,13.0569,80.2425,Home Delivery
329,Nolita,Cafe,Nungambakkam,4.1,13.0569,80.2425,Free Parking
329,Nolita,Cafe,Nungambakkam,4.1,13.0569,80.2425,Indoor Seating
329,Nolita,Cafe,Nungambakkam,4.1,13.0569,80.2425,Wifi
329,Nolita,Cafe,Nungambakkam,4.1,13.0569,80.2425,Outdoor Seating
329,Nolita,Cafe,Nungambakkam,4.1,13.0569,80.2425,Kid Friendly
329,Nolita,Cafe,Nungambakkam,4.1,13.0569,80.2425,Smoking Area
330,Food Nirvana,Restaurant,RA Puram,4.4,13.0235,80.2588,Home Delivery
330,Food Nirvana,Restaurant,RA Puram,4.4,13.0235,80.2588,Vegetarian Only
330,Food Nirvana,Restaurant,RA Puram,4.4,13.0235,80.2588,Indoor Seating
330,Food Nirvana,Restaurant,RA Puram,4.4,13.0235,80.2588,Table booking recommended
331,Drizzle By The Beach,Bar,Palavakkam,3.8,12.9617,80.2562,Home Delivery
331,Drizzle By The Beach,Bar,Palavakkam,3.8,12.9617,80.2562,Full Bar Available
331,Drizzle By The Beach,Bar,Palavakkam,3.8,12.9617,80.2562,Free Parking
331,Drizzle By The Beach,Bar,Palavakkam,3.8,12.9617,80.2562,Live Entertainment
331,Drizzle By The Beach,Bar,Palavakkam,3.8,12.9617,80.2562,Valet Parking Available
331,Drizzle By The Beach,Bar,Palavakkam,3.8,12.9617,80.2562,Outdoor Seating
331,Drizzle By The Beach,Bar,Palavakkam,3.8,12.9617,80.2562,Indoor Seating
331,Drizzle By The Beach,Bar,Palavakkam,3.8,12.9617,80.2562,Seaview
331,Drizzle By The Beach,Bar,Palavakkam,3.8,12.9617,80.2562,Dance Floor
331,Drizzle By The Beach,Bar,Palavakkam,3.8,12.9617,80.2562,Karaoke
331,Drizzle By The Beach,Bar,Palavakkam,3.8,12.9617,80.2562,Live Sports Screening
331,Drizzle By The Beach,Bar,Palavakkam,3.8,12.9617,80.2562,Live Music
331,Drizzle By The Beach,Bar,Palavakkam,3.8,12.9617,80.2562,Rooftop
331,Drizzle By The Beach,Bar,Palavakkam,3.8,12.9617,80.2562,Table booking recommended
331,Drizzle By The Beach,Bar,Palavakkam,3.8,12.9617,80.2562,Resto Bar
331,Drizzle By The Beach,Bar,Palavakkam,3.8,12.9617,80.2562,Pet Friendly
331,Drizzle By The Beach,Bar,Palavakkam,3.8,12.9617,80.2562,Buffet
332,Ox & Tomato,Restaurant,Teynampet,4.0,13.0405,80.2503,Home Delivery
332,Ox & Tomato,Restaurant,Teynampet,4.0,13.0405,80.2503,Indoor Seating
332,Ox & Tomato,Restaurant,Teynampet,4.0,13.0405,80.2503,Table reservation required
332,Ox & Tomato,Restaurant,Teynampet,4.0,13.0405,80.2503,Catering Available
333,Pasha - The Park,Bar,"The Park, Nungambakkam",4.2,13.0569,80.2425,Wheelchair Accessible
333,Pasha - The Park,Bar,"The Park, Nungambakkam",4.2,13.0569,80.2425,Full Bar Available
333,Pasha - The Park,Bar,"The Park, Nungambakkam",4.2,13.0569,80.2425,Self Service
333,Pasha - The Park,Bar,"The Park, Nungambakkam",4.2,13.0569,80.2425,Valet Parking Available
333,Pasha - The Park,Bar,"The Park, Nungambakkam",4.2,13.0569,80.2425,Wifi
333,Pasha - The Park,Bar,"The Park, Nungambakkam",4.2,13.0569,80.2425,Live Entertainment
333,Pasha - The Park,Bar,"The Park, Nungambakkam",4.2,13.0569,80.2425,Restricted Entry
333,Pasha - The Park,Bar,"The Park, Nungambakkam",4.2,13.0569,80.2425,Smoking Area
333,Pasha - The Park,Bar,"The Park, Nungambakkam",4.2,13.0569,80.2425,Serves Cocktails
333,Pasha - The Park,Bar,"The Park, Nungambakkam",4.2,13.0569,80.2425,Indoor Seating
333,Pasha - The Park,Bar,"The Park, Nungambakkam",4.2,13.0569,80.2425,Dance Floor
333,Pasha - The Park,Bar,"The Park, Nungambakkam",4.2,13.0569,80.2425,Table booking recommended
333,Pasha - The Park,Bar,"The Park, Nungambakkam",4.2,13.0569,80.2425,Entry Fee
333,Pasha - The Park,Bar,"The Park, Nungambakkam",4.2,13.0569,80.2425,Nightlife
333,Pasha - The Park,Bar,"The Park, Nungambakkam",4.2,13.0569,80.2425,LGBTQIA Friendly
334,Teppan,Restaurant,Alwarpet,4.3,13.0335,80.2531,Home Delivery
334,Teppan,Restaurant,Alwarpet,4.3,13.0335,80.2531,Indoor Seating
334,Teppan,Restaurant,Alwarpet,4.3,13.0335,80.2531,Table reservation required
335,Mahamudra,Cafe,Mylapore,4.0,13.0368,80.2676,Breakfast
335,Mahamudra,Cafe,Mylapore,4.0,13.0368,80.2676,Home Delivery
335,Mahamudra,Cafe,Mylapore,4.0,13.0368,80.2676,Vegetarian Only
335,Mahamudra,Cafe,Mylapore,4.0,13.0368,80.2676,Free Parking
335,Mahamudra,Cafe,Mylapore,4.0,13.0368,80.2676,Serves Jain Food
335,Mahamudra,Cafe,Mylapore,4.0,13.0368,80.2676,All Day Breakfast
335,Mahamudra,Cafe,Mylapore,4.0,13.0368,80.2676,Buffet
335,Mahamudra,Cafe,Mylapore,4.0,13.0368,80.2676,Indoor Seating
335,Mahamudra,Cafe,Mylapore,4.0,13.0368,80.2676,Table booking recommended
336,Seacrest MGM Beach Restobar,Bar,Muttukadu,3.6,12.827,80.2403,Breakfast
336,Seacrest MGM Beach Restobar,Bar,Muttukadu,3.6,12.827,80.2403,Full Bar Available
336,Seacrest MGM Beach Restobar,Bar,Muttukadu,3.6,12.827,80.2403,Nightlife
336,Seacrest MGM Beach Restobar,Bar,Muttukadu,3.6,12.827,80.2403,Outdoor Seating
336,Seacrest MGM Beach Restobar,Bar,Muttukadu,3.6,12.827,80.2403,Table booking recommended
336,Seacrest MGM Beach Restobar,Bar,Muttukadu,3.6,12.827,80.2403,Resto Bar
336,Seacrest MGM Beach Restobar,Bar,Muttukadu,3.6,12.827,80.2403,Buffet
337,Al Kebabish,Restaurant,Anna Nagar East,4.4,13.092,80.2236,Home Delivery
338,Fika,Restaurant,Adyar,3.6,13.0012,80.2565,Indoor Seating
339,Spice Haat - Hyatt Regency,Bar,"Hyatt Regency, Teynampet",4.1,13.0405,80.2503,Breakfast
339,Spice Haat - Hyatt Regency,Bar,"Hyatt Regency, Teynampet",4.1,13.0405,80.2503,Full Bar Available
339,Spice Haat - Hyatt Regency,Bar,"Hyatt Regency, Teynampet",4.1,13.0405,80.2503,Valet Parking Available
339,Spice Haat - Hyatt Regency,Bar,"Hyatt Regency, Teynampet",4.1,13.0405,80.2503,Indoor Seating
339,Spice Haat - Hyatt Regency,Bar,"Hyatt Regency, Teynampet",4.1,13.0405,80.2503,Table booking recommended
339,Spice Haat - Hyatt Regency,Bar,"Hyatt Regency, Teynampet",4.1,13.0405,80.2503,Smoking Area
339,Spice Haat - Hyatt Regency,Bar,"Hyatt Regency, Teynampet",4.1,13.0405,80.2503,Buffet
339,Spice Haat - Hyatt Regency,Bar,"Hyatt Regency, Teynampet",4.1,13.0405,80.2503,4/5 Star
339,Spice Haat - Hyatt Regency,Bar,"Hyatt Regency, Teynampet",4.1,13.0405,80.2503,Luxury Dining
339,Spice Haat - Hyatt Regency,Bar,"Hyatt Regency, Teynampet",4.1,13.0405,80.2503,Wifi
339,Spice Haat - Hyatt Regency,Bar,"Hyatt Regency, Teynampet",4.1,13.0405,80.2503,Brunch
340,Masaledaar Firangi Tadka,Restaurant,Nungambakkam,4.0,13.0569,80.2425,Home Delivery
340,Masaledaar Firangi Tadka,Restaurant,Nungambakkam,4.0,13.0569,80.2425,Vegetarian Only
340,Masaledaar Firangi Tadka,Restaurant,Nungambakkam,4.0,13.0569,80.2425,Indoor Seating
340,Masaledaar Firangi Tadka,Restaurant,Nungambakkam,4.0,13.0569,80.2425,Table reservation required
341,Dhabba Express,Restaurant,Teynampet,2.4,13.0405,80.2503,Home Delivery
341,Dhabba Express,Restaurant,Teynampet,2.4,13.0405,80.2503,Indoor Seating
341,Dhabba Express,Restaurant,Teynampet,2.4,13.0405,80.2503,Table reservation required
342,Cafe CakeBee,Cafe,Alwarpet,4.4,13.0335,80.2531,Breakfast
342,Cafe CakeBee,Cafe,Alwarpet,4.4,13.0335,80.2531,Home Delivery
342,Cafe CakeBee,Cafe,Alwarpet,4.4,13.0335,80.2531,Indoor Seating
342,Cafe CakeBee,Cafe,Alwarpet,4.4,13.0335,80.2531,Desserts and Bakes
343,Lattitude 49,Bar,Grande Bay Resort,4.4,12.6269,80.1961,Breakfast
343,Lattitude 49,Bar,Grande Bay Resort,4.4,12.6269,80.1961,Wheelchair Accessible
343,Lattitude 49,Bar,Grande Bay Resort,4.4,12.6269,80.1961,Full Bar Available
343,Lattitude 49,Bar,Grande Bay Resort,4.4,12.6269,80.1961,Table booking recommended
343,Lattitude 49,Bar,Grande Bay Resort,4.4,12.6269,80.1961,Outdoor Seating
343,Lattitude 49,Bar,Grande Bay Resort,4.4,12.6269,80.1961,Smoking Area
343,Lattitude 49,Bar,Grande Bay Resort,4.4,12.6269,80.1961,Buffet
343,Lattitude 49,Bar,Grande Bay Resort,4.4,12.6269,80.1961,Valet Parking Available
343,Lattitude 49,Bar,Grande Bay Resort,4.4,12.6269,80.1961,Indoor Seating
344,D Cafe,Bar,T. Nagar,3.4,13.0418,80.2341,Wine
344,D Cafe,Bar,T. Nagar,3.4,13.0418,80.2341,Outdoor Seating
344,D Cafe,Bar,T. Nagar,3.4,13.0418,80.2341,Indoor Seating
344,D Cafe,Bar,T. Nagar,3.4,13.0418,80.2341,Smoking Area
344,D Cafe,Bar,T. Nagar,3.4,13.0418,80.2341,Table reservation required
345,Scooped,Restaurant,Velachery,4.2,12.9755,80.2207,Home Delivery
345,Scooped,Restaurant,Velachery,4.2,12.9755,80.2207,Vegetarian Only
345,Scooped,Restaurant,Velachery,4.2,12.9755,80.2207,Desserts and Bakes
345,Scooped,Restaurant,Velachery,4.2,12.9755,80.2207,Indoor Seating
346,Al Rayan,Restaurant,Selaiyur,3.9,12.9068,80.1425,Home Delivery
346,Al Rayan,Restaurant,Selaiyur,3.9,12.9068,80.1425,Indoor Seating
346,Al Rayan,Restaurant,Selaiyur,3.9,12.9068,80.1425,Table reservation required
347,The Velveteen Rabbit,Bar,RA Puram,4.3,13.0235,80.2588,Home Delivery
347,The Velveteen Rabbit,Bar,RA Puram,4.3,13.0235,80.2588,Full Bar Available
347,The Velveteen Rabbit,Bar,RA Puram,4.3,13.0235,80.2588,Karaoke
347,The Velveteen Rabbit,Bar,RA Puram,4.3,13.0235,80.2588,Nightlife
347,The Velveteen Rabbit,Bar,RA Puram,4.3,13.0235,80.2588,Restricted Entry
347,The Velveteen Rabbit,Bar,RA Puram,4.3,13.0235,80.2588,Wifi
347,The Velveteen Rabbit,Bar,RA Puram,4.3,13.0235,80.2588,Buffet
347,The Velveteen Rabbit,Bar,RA Puram,4.3,13.0235,80.2588,Live Sports Screening
347,The Velveteen Rabbit,Bar,RA Puram,4.3,13.0235,80.2588,Valet Parking Available
347,The Velveteen Rabbit,Bar,RA Puram,4.3,13.0235,80.2588,Indoor Seating
347,The Velveteen Rabbit,Bar,RA Puram,4.3,13.0235,80.2588,Smoking Area
348,Eagle Boys Pizza,Fast Food,Adyar,3.7,13.0012,80.2565,Home Delivery
348,Eagle Boys Pizza,Fast Food,Adyar,3.7,13.0012,80.2565,Indoor Seating
348,Eagle Boys Pizza,Fast Food,Adyar,3.7,13.0012,80.2565,Wifi
349,Barbecue Kitchen,Restaurant,Ambattur,4.1,13.1186,80.1574,Home Delivery
349,Barbecue Kitchen,Restaurant,Ambattur,4.1,13.1186,80.1574,Free Parking
349,Barbecue Kitchen,Restaurant,Ambattur,4.1,13.1186,80.1574,Indoor Seating
350,Italiano,Fast Food,Anna Nagar East,4.1,13.092,80.2236,Home Delivery
350,Italiano,Fast Food,Anna Nagar East,4.1,13.092,80.2236,Vegetarian Only
350,Italiano,Fast Food,Anna Nagar East,4.1,13.092,80.2236,Indoor Seating
350,Italiano,Fast Food,Anna Nagar East,4.1,13.092,80.2236,Serves Jain Food
351,Santé Spa Cuisine,Restaurant,Nungambakkam,4.4,13.0569,80.2425,Home Delivery
351,Santé Spa Cuisine,Restaurant,Nungambakkam,4.4,13.0569,80.2425,Vegetarian Only
351,Santé Spa Cuisine,Restaurant,Nungambakkam,4.4,13.0569,80.2425,Table booking recommended
351,Santé Spa Cuisine,Restaurant,Nungambakkam,4.4,13.0569,80.2425,Pet Friendly
351,Santé Spa Cuisine,Restaurant,Nungambakkam,4.4,13.0569,80.2425,Keto Options
351,Santé Spa Cuisine,Restaurant,Nungambakkam,4.4,13.0569,80.2425,Outdoor Seating
351,Santé Spa Cuisine,Restaurant,Nungambakkam,4.4,13.0569,80.2425,Wifi
351,Santé Spa Cuisine,Restaurant,Nungambakkam,4.4,13.0569,80.2425,Indoor Seating
352,Dhaba In The City,Restaurant,Perungudi,4.0,12.9654,80.2461,Home Delivery
352,Dhaba In The City,Restaurant,Perungudi,4.0,12.9654,80.2461,Free Parking
352,Dhaba In The City,Restaurant,Perungudi,4.0,12.9654,80.2461,Indoor Seating
352,Dhaba In The City,Restaurant,Perungudi,4.0,12.9654,80.2461,Kid Friendly
352,Dhaba In The City,Restaurant,Perungudi,4.0,12.9654,80.2461,Wifi
352,Dhaba In The City,Restaurant,Perungudi,4.0,12.9654,80.2461,Free Wifi
353,Nasi Kandar Pelita,Restaurant,T. Nagar,4.0,13.0418,80.2341,Home Delivery
353,Nasi Kandar Pelita,Restaurant,T. Nagar,4.0,13.0418,80.2341,Outdoor Seating
353,Nasi Kandar Pelita,Restaurant,T. Nagar,4.0,13.0418,80.2341,Indoor Seating
354,Mirchi Cuisine,Restaurant,Thuraipakkam,4.1,12.9416,80.2362,Home Delivery
354,Mirchi Cuisine,Restaurant,Thuraipakkam,4.1,12.9416,80.2362,Indoor Seating
355,The Noodle Theory,Restaurant,Kilpauk,4.2,13.0828,80.2417,Home Delivery
355,The Noodle Theory,Restaurant,Kilpauk,4.2,13.0828,80.2417,Free Parking
355,The Noodle Theory,Restaurant,Kilpauk,4.2,13.0828,80.2417,Indoor Seating
356,AGS Biryanis,Restaurant,GST Road,4.0,12.9975,80.1908,Home Delivery
356,AGS Biryanis,Restaurant,GST Road,4.0,12.9975,80.1908,Indoor Seating
357,The English Tearoom,Cafe,Alwarpet,4.2,13.0335,80.2531,Breakfast
357,The English Tearoom,Cafe,Alwarpet,4.2,13.0335,80.2531,Home Delivery
357,The English Tearoom,Cafe,Alwarpet,4.2,13.0335,80.2531,Indoor Seating
357,The English Tearoom,Cafe,Alwarpet,4.2,13.0335,80.2531,All Day Breakfast
358,Bharat Bistro,Restaurant,Teynampet,4.4,13.0405,80.2503,Home Delivery
358,Bharat Bistro,Restaurant,Teynampet,4.4,13.0405,80.2503,Indoor Seating
358,Bharat Bistro,Restaurant,Teynampet,4.4,13.0405,80.2503,Table booking recommended
359,The Wharf 2.0 - Radisson BLU  Templebay,Bar,"Radisson Blu Temple Bay, Mamallapuram",4.4,12.6238,80.1952,Wheelchair Accessible
359,The Wharf 2.0 - Radisson BLU  Templebay,Bar,"Radisson Blu Temple Bay, Mamallapuram",4.4,12.6238,80.1952,Full Bar Available
359,The Wharf 2.0 - Radisson BLU  Templebay,Bar,"Radisson Blu Temple Bay, Mamallapuram",4.4,12.6238,80.1952,Indoor Seating
359,The Wharf 2.0 - Radisson BLU  Templebay,Bar,"Radisson Blu Temple Bay, Mamallapuram",4.4,12.6238,80.1952,Table booking recommended
359,The Wharf 2.0 - Radisson BLU  Templebay,Bar,"Radisson Blu Temple Bay, Mamallapuram",4.4,12.6238,80.1952,Valet Parking Available
359,The Wharf 2.0 - Radisson BLU  Templebay,Bar,"Radisson Blu Temple Bay, Mamallapuram",4.4,12.6238,80.1952,Luxury Dining
359,The Wharf 2.0 - Radisson BLU  Templebay,Bar,"Radisson Blu Temple Bay, Mamallapuram",4.4,12.6238,80.1952,Wifi
359,The Wharf 2.0 - Radisson BLU  Templebay,Bar,"Radisson Blu Temple Bay, Mamallapuram",4.4,12.6238,80.1952,4/5 Star
360,That Mallu Joint,Restaurant,T. Nagar,4.4,13.0418,80.2341,Valet Parking Available
360,That Mallu Joint,Restaurant,T. Nagar,4.4,13.0418,80.2341,Table reservation required
360,That Mallu Joint,Restaurant,T. Nagar,4.4,13.0418,80.2341,Indoor Seating
361,Ponnusamy Hotels,Hotel,Nungambakkam,3.9,13.0569,80.2425,Home Delivery
361,Ponnusamy Hotels,Hotel,Nungambakkam,3.9,13.0569,80.2425,Indoor Seating
362,The Madras Diner Multicuisine Restaurant,Restaurant,Mogappair,4.3,13.0837,80.175,Home Delivery
362,The Madras Diner Multicuisine Restaurant,Restaurant,Mogappair,4.3,13.0837,80.175,Free Parking
362,The Madras Diner Multicuisine Restaurant,Restaurant,Mogappair,4.3,13.0837,80.175,Free Wifi
362,The Madras Diner Multicuisine Restaurant,Restaurant,Mogappair,4.3,13.0837,80.175,Indoor Seating
362,The Madras Diner Multicuisine Restaurant,Restaurant,Mogappair,4.3,13.0837,80.175,Table booking recommended
363,Cafe G - Holiday Inn,Hotel,Holiday Inn Chennai OMR IT Expressway,4.0,12.9803,80.253,Breakfast
363,Cafe G - Holiday Inn,Hotel,Holiday Inn Chennai OMR IT Expressway,4.0,12.9803,80.253,Home Delivery
363,Cafe G - Holiday Inn,Hotel,Holiday Inn Chennai OMR IT Expressway,4.0,12.9803,80.253,Wheelchair Accessible
363,Cafe G - Holiday Inn,Hotel,Holiday Inn Chennai OMR IT Expressway,4.0,12.9803,80.253,Full Bar Available
363,Cafe G - Holiday Inn,Hotel,Holiday Inn Chennai OMR IT Expressway,4.0,12.9803,80.253,Table booking recommended
363,Cafe G - Holiday Inn,Hotel,Holiday Inn Chennai OMR IT Expressway,4.0,12.9803,80.253,Kid Friendly
363,Cafe G - Holiday Inn,Hotel,Holiday Inn Chennai OMR IT Expressway,4.0,12.9803,80.253,Free Parking
363,Cafe G - Holiday Inn,Hotel,Holiday Inn Chennai OMR IT Expressway,4.0,12.9803,80.253,Wifi
363,Cafe G - Holiday Inn,Hotel,Holiday Inn Chennai OMR IT Expressway,4.0,12.9803,80.253,Buffet
363,Cafe G - Holiday Inn,Hotel,Holiday Inn Chennai OMR IT Expressway,4.0,12.9803,80.253,Valet Parking Available
363,Cafe G - Holiday Inn,Hotel,Holiday Inn Chennai OMR IT Expressway,4.0,12.9803,80.253,Indoor Seating
364,Grillz,Restaurant,Injambakkam,4.1,12.9198,80.2511,Home Delivery
364,Grillz,Restaurant,Injambakkam,4.1,12.9198,80.2511,Indoor Seating
364,Grillz,Restaurant,Injambakkam,4.1,12.9198,80.2511,Table booking recommended
364,Grillz,Restaurant,Injambakkam,4.1,12.9198,80.2511,Kid Friendly
364,Grillz,Restaurant,Injambakkam,4.1,12.9198,80.2511,Free Parking
364,Grillz,Restaurant,Injambakkam,4.1,12.9198,80.2511,Catering Available
364,Grillz,Restaurant,Injambakkam,4.1,12.9198,80.2511,Buffet
364,Grillz,Restaurant,Injambakkam,4.1,12.9198,80.2511,Group Meal
365,Movenpick Ice Cream Boutique,Restaurant,Nungambakkam,4.2,13.0569,80.2425,Free Parking
365,Movenpick Ice Cream Boutique,Restaurant,Nungambakkam,4.2,13.0569,80.2425,Catering Available
365,Movenpick Ice Cream Boutique,Restaurant,Nungambakkam,4.2,13.0569,80.2425,Indoor Seating
365,Movenpick Ice Cream Boutique,Restaurant,Nungambakkam,4.2,13.0569,80.2425,Desserts and Bakes
366,Hotel Virudhunagar,Hotel,T. Nagar,4.0,13.0418,80.2341,Home Delivery
366,Hotel Virudhunagar,Hotel,T. Nagar,4.0,13.0418,80.2341,Valet Parking Available
366,Hotel Virudhunagar,Hotel,T. Nagar,4.0,13.0418,80.2341,Table booking recommended
366,Hotel Virudhunagar,Hotel,T. Nagar,4.0,13.0418,80.2341,Table Reservation Not Required
366,Hotel Virudhunagar,Hotel,T. Nagar,4.0,13.0418,80.2341,Indoor Seating
367,Pasta Square,Fast Food,Gopalapuram,4.2,13.0489,80.2586,Home Delivery
367,Pasta Square,Fast Food,Gopalapuram,4.2,13.0489,80.2586,Vegetarian Only
368,Ovenfresh Pizzas and Cakes,Fast Food,Velachery,4.1,12.9755,80.2207,Home Delivery
368,Ovenfresh Pizzas and Cakes,Fast Food,Velachery,4.1,12.9755,80.2207,Indoor Seating
368,Ovenfresh Pizzas and Cakes,Fast Food,Velachery,4.1,12.9755,80.2207,Desserts and Bakes
369,Episode 23,Restaurant,Anna Nagar East,4.1,13.092,80.2236,Home Delivery
369,Episode 23,Restaurant,Anna Nagar East,4.1,13.092,80.2236,Indoor Seating
369,Episode 23,Restaurant,Anna Nagar East,4.1,13.092,80.2236,Wifi
369,Episode 23,Restaurant,Anna Nagar East,4.1,13.092,80.2236,Kid Friendly
370,Krishnavillasam - The Home Of Classics,Restaurant,Adyar,3.0,13.0012,80.2565,Breakfast
370,Krishnavillasam - The Home Of Classics,Restaurant,Adyar,3.0,13.0012,80.2565,Home Delivery
370,Krishnavillasam - The Home Of Classics,Restaurant,Adyar,3.0,13.0012,80.2565,Vegetarian Only
370,Krishnavillasam - The Home Of Classics,Restaurant,Adyar,3.0,13.0012,80.2565,Indoor Seating
370,Krishnavillasam - The Home Of Classics,Restaurant,Adyar,3.0,13.0012,80.2565,Buffet
370,Krishnavillasam - The Home Of Classics,Restaurant,Adyar,3.0,13.0012,80.2565,Table reservation required
371,The Kandyan,Restaurant,Besant Nagar,4.4,13.0003,80.2667,Home Delivery
371,The Kandyan,Restaurant,Besant Nagar,4.4,13.0003,80.2667,Indoor Seating
371,The Kandyan,Restaurant,Besant Nagar,4.4,13.0003,80.2667,Table booking recommended
371,The Kandyan,Restaurant,Besant Nagar,4.4,13.0003,80.2667,Catering Available
372,Famous Theory,Restaurant,"Hotel Centre Point, Sholinganallur",3.9,12.901,80.2279,Breakfast
372,Famous Theory,Restaurant,"Hotel Centre Point, Sholinganallur",3.9,12.901,80.2279,Home Delivery
372,Famous Theory,Restaurant,"Hotel Centre Point, Sholinganallur",3.9,12.901,80.2279,Free Parking
372,Famous Theory,Restaurant,"Hotel Centre Point, Sholinganallur",3.9,12.901,80.2279,Pool Table
372,Famous Theory,Restaurant,"Hotel Centre Point, Sholinganallur",3.9,12.901,80.2279,Indoor Seating
372,Famous Theory,Restaurant,"Hotel Centre Point, Sholinganallur",3.9,12.901,80.2279,Wifi
372,Famous Theory,Restaurant,"Hotel Centre Point, Sholinganallur",3.9,12.901,80.2279,All Day Breakfast
372,Famous Theory,Restaurant,"Hotel Centre Point, Sholinganallur",3.9,12.901,80.2279,Brunch
372,Famous Theory,Restaurant,"Hotel Centre Point, Sholinganallur",3.9,12.901,80.2279,Group Meal
372,Famous Theory,Restaurant,"Hotel Centre Point, Sholinganallur",3.9,12.901,80.2279,Live Sports Screening
372,Famous Theory,Restaurant,"Hotel Centre Point, Sholinganallur",3.9,12.901,80.2279,Valet Parking Available
372,Famous Theory,Restaurant,"Hotel Centre Point, Sholinganallur",3.9,12.901,80.2279,Table booking recommended
372,Famous Theory,Restaurant,"Hotel Centre Point, Sholinganallur",3.9,12.901,80.2279,Kid Friendly
372,Famous Theory,Restaurant,"Hotel Centre Point, Sholinganallur",3.9,12.901,80.2279,Smoking Area
372,Famous Theory,Restaurant,"Hotel Centre Point, Sholinganallur",3.9,12.901,80.2279,Buffet
373,Nungambakkam Chaat Corner,Fast Food,Nungambakkam,4.1,13.0569,80.2425,Home Delivery
373,Nungambakkam Chaat Corner,Fast Food,Nungambakkam,4.1,13.0569,80.2425,Vegetarian Only
373,Nungambakkam Chaat Corner,Fast Food,Nungambakkam,4.1,13.0569,80.2425,Free Parking
373,Nungambakkam Chaat Corner,Fast Food,Nungambakkam,4.1,13.0569,80.2425,Indoor Seating
374,R&R @ OMR Food Plaza,Restaurant,Sholinganallur,3.5,12.901,80.2279,Home Delivery
375,The Kitchen - The Raintree,Bar,"The Raintree, Teynampet",4.3,13.0405,80.2503,Breakfast
375,The Kitchen - The Raintree,Bar,"The Raintree, Teynampet",4.3,13.0405,80.2503,Wheelchair Accessible
375,The Kitchen - The Raintree,Bar,"The Raintree, Teynampet",4.3,13.0405,80.2503,Full Bar Available
375,The Kitchen - The Raintree,Bar,"The Raintree, Teynampet",4.3,13.0405,80.2503,Brunch
375,The Kitchen - The Raintree,Bar,"The Raintree, Teynampet",4.3,13.0405,80.2503,Table booking recommended
375,The Kitchen - The Raintree,Bar,"The Raintree, Teynampet",4.3,13.0405,80.2503,Buffet
375,The Kitchen - The Raintree,Bar,"The Raintree, Teynampet",4.3,13.0405,80.2503,Indoor Seating
375,The Kitchen - The Raintree,Bar,"The Raintree, Teynampet",4.3,13.0405,80.2503,Valet Parking Available
375,The Kitchen - The Raintree,Bar,"The Raintree, Teynampet",4.3,13.0405,80.2503,Wifi
375,The Kitchen - The Raintree,Bar,"The Raintree, Teynampet",4.3,13.0405,80.2503,4/5 Star
376,Hotel Sennthur,Hotel,Thousand Lights,4.1,13.0617,80.2544,Breakfast
376,Hotel Sennthur,Hotel,Thousand Lights,4.1,13.0617,80.2544,Home Delivery
376,Hotel Sennthur,Hotel,Thousand Lights,4.1,13.0617,80.2544,Vegetarian Only
376,Hotel Sennthur,Hotel,Thousand Lights,4.1,13.0617,80.2544,Indoor Seating
377,China Town,Restaurant,Gopalapuram,4.1,13.0489,80.2586,Home Delivery
377,China Town,Restaurant,Gopalapuram,4.1,13.0489,80.2586,Table reservation required
