outlets,avg_rating,median_rating,rating_std,chain_share
5292,3.5112055933484503,3.6,0.4850214390284449,0.3032879818594104
2803,3.487727434891188,3.6,0.47462289165102167,0.40313949339992866
1000,3.6809000000000003,3.6,0.31762568547911235,0.432
890,3.44561797752809,3.6,0.4723965538225237,0.2
692,3.5489884393063584,3.6,0.5325977240013834,0.40173410404624277
665,3.474135338345865,3.6,0.5193472615134205,0.5142857142857142
259,3.6386100386100386,3.7,0.5887639779736029,0.03088803088803089
247,3.5360323886639677,3.6,0.4780945910289096,0.7773279352226721
